time,gFx,gFy,gFz,
2022-10-20 19:15:39,0.3,-0.935,-0.693,1.202
2022-10-20 19:15:39,0.318,-0.863,-0.449,1.023
2022-10-20 19:15:39,0.318,-0.863,-0.449,1.023
2022-10-20 19:15:39,0.322,-0.816,-0.394,0.962
2022-10-20 19:15:39,0.319,-0.767,-0.37,0.909
2022-10-20 19:15:39,0.319,-0.725,-0.334,0.86
2022-10-20 19:15:39,0.308,-0.678,-0.31,0.807
2022-10-20 19:15:39,0.316,-0.616,-0.303,0.756
2022-10-20 19:15:39,0.289,-0.518,-0.249,0.643
2022-10-20 19:15:39,0.265,-0.507,-0.209,0.609
2022-10-20 19:15:39,0.183,-0.548,-0.169,0.602
2022-10-20 19:15:39,0.013,-0.552,-0.045,0.554
2022-10-20 19:15:39,0.013,-0.552,-0.045,0.554
2022-10-20 19:15:39,-0.026,-0.554,-0.041,0.556
2022-10-20 19:15:39,-0.045,-0.528,-0.018,0.53
2022-10-20 19:15:39,-0.074,-0.477,0.005,0.483
2022-10-20 19:15:39,-0.106,-0.458,-0.001,0.47
2022-10-20 19:15:39,-0.136,-0.489,-0.013,0.508
2022-10-20 19:15:39,-0.175,-0.525,-0.031,0.554
2022-10-20 19:15:39,-0.193,-0.509,-0.055,0.547
2022-10-20 19:15:39,-0.187,-0.502,-0.078,0.541
2022-10-20 19:15:39,-0.221,-0.598,-0.074,0.642
2022-10-20 19:15:39,-0.221,-0.598,-0.074,0.642
2022-10-20 19:15:39,-0.254,-0.678,-0.08,0.728
2022-10-20 19:15:39,-0.271,-0.728,-0.091,0.782
2022-10-20 19:15:39,-0.245,-0.721,-0.129,0.772
2022-10-20 19:15:39,-0.211,-0.714,-0.169,0.763
2022-10-20 19:15:39,-0.185,-0.716,-0.196,0.765
2022-10-20 19:15:39,-0.189,-0.71,-0.191,0.759
2022-10-20 19:15:39,-0.199,-0.711,-0.198,0.764
2022-10-20 19:15:39,-0.32,-0.756,-0.116,0.829
2022-10-20 19:15:39,-0.32,-0.756,-0.116,0.829
2022-10-20 19:15:39,-0.32,-0.756,-0.116,0.829
2022-10-20 19:15:39,-0.328,-0.78,-0.122,0.855
2022-10-20 19:15:39,-0.312,-0.766,-0.164,0.843
2022-10-20 19:15:39,-0.303,-0.77,-0.206,0.853
2022-10-20 19:15:39,-0.301,-0.815,-0.254,0.905
2022-10-20 19:15:39,-0.341,-0.879,-0.292,0.987
2022-10-20 19:15:39,-0.413,-0.936,-0.265,1.057
2022-10-20 19:15:39,-0.462,-0.958,-0.219,1.086
2022-10-20 19:15:39,-0.496,-0.958,-0.165,1.091
2022-10-20 19:15:39,-0.523,-0.91,-0.092,1.054
2022-10-20 19:15:39,-0.523,-0.91,-0.092,1.054
2022-10-20 19:15:39,-0.53,-0.989,-0.125,1.129
2022-10-20 19:15:39,-0.555,-1.061,-0.154,1.207
2022-10-20 19:15:39,-0.557,-1.086,-0.2,1.237
2022-10-20 19:15:39,-0.611,-1.111,-0.174,1.28
2022-10-20 19:15:39,-0.693,-1.147,-0.096,1.344
2022-10-20 19:15:39,-0.722,-1.165,-0.048,1.371
2022-10-20 19:15:39,-0.714,-1.186,-0.021,1.384
2022-10-20 19:15:40,-0.64,-1.11,-0.095,1.285
2022-10-20 19:15:40,-0.64,-1.11,-0.095,1.285
2022-10-20 19:15:40,-0.64,-1.11,-0.095,1.285
2022-10-20 19:15:40,-0.63,-1.089,-0.104,1.262
2022-10-20 19:15:40,-0.611,-1.058,-0.115,1.227
2022-10-20 19:15:40,-0.604,-1.041,-0.119,1.209
2022-10-20 19:15:40,-0.614,-1.026,-0.097,1.2
2022-10-20 19:15:40,-0.614,-0.988,-0.075,1.166
2022-10-20 19:15:40,-0.599,-0.922,-0.079,1.102
2022-10-20 19:15:40,-0.613,-0.932,-0.075,1.118
2022-10-20 19:15:40,-0.594,-1.086,-0.07,1.24
2022-10-20 19:15:40,-0.594,-1.086,-0.07,1.24
2022-10-20 19:15:40,-0.594,-1.086,-0.07,1.24
2022-10-20 19:15:40,-0.542,-1.073,-0.14,1.21
2022-10-20 19:15:40,-0.532,-1.186,-0.136,1.307
2022-10-20 19:15:40,-0.538,-1.269,-0.101,1.382
2022-10-20 19:15:40,-0.51,-1.232,-0.136,1.34
2022-10-20 19:15:40,-0.483,-1.015,-0.179,1.138
2022-10-20 19:15:40,-0.478,-0.79,-0.224,0.95
2022-10-20 19:15:40,-0.49,-0.67,-0.242,0.865
2022-10-20 19:15:40,-0.579,-0.676,-0.138,0.901
2022-10-20 19:15:40,-0.579,-0.676,-0.138,0.901
2022-10-20 19:15:40,-0.579,-0.676,-0.138,0.901
2022-10-20 19:15:40,-0.574,-0.694,-0.141,0.912
2022-10-20 19:15:40,-0.554,-0.675,-0.156,0.887
2022-10-20 19:15:40,-0.522,-0.633,-0.171,0.838
2022-10-20 19:15:40,-0.523,-0.618,-0.172,0.828
2022-10-20 19:15:40,-0.484,-0.619,-0.191,0.809
2022-10-20 19:15:40,-0.433,-0.514,-0.27,0.724
2022-10-20 19:15:40,-0.395,-0.355,-0.281,0.601
2022-10-20 19:15:40,-0.385,-0.241,-0.26,0.523
2022-10-20 19:15:40,-0.493,-0.093,-0.141,0.521
2022-10-20 19:15:40,-0.493,-0.093,-0.141,0.521
2022-10-20 19:15:40,-0.073,-0.243,-0.156,0.298
2022-10-20 19:15:40,0.031,-0.192,-0.53,0.565
2022-10-20 19:15:40,-0.005,-0.026,-0.189,0.191
2022-10-20 19:15:40,-0.788,-1.902,0.432,2.104
2022-10-20 19:15:40,-1.887,-3.575,-0.151,4.045
2022-10-20 19:15:40,-2.431,-3.236,-2.583,4.801
2022-10-20 19:15:40,-0.527,-1.062,-2.814,3.054
2022-10-20 19:15:40,-0.318,-0.709,-1.216,1.443
2022-10-20 19:15:40,-0.318,-0.709,-1.216,1.443
2022-10-20 19:15:40,-0.318,-0.709,-1.216,1.443
2022-10-20 19:15:40,-0.049,-0.603,-1.025,1.19
2022-10-20 19:15:40,0.14,0.015,-0.208,0.251
2022-10-20 19:15:40,-0.031,0.034,0.047,0.066
2022-10-20 19:15:40,-0.033,-0.02,0.049,0.062
2022-10-20 19:15:40,-0.095,-0.127,0.199,0.254
2022-10-20 19:15:40,-0.516,-0.997,0.411,1.195
2022-10-20 19:15:40,-1.734,-3.694,-0.373,4.098
2022-10-20 19:15:40,-0.056,-0.25,0.076,0.267
2022-10-20 19:15:40,-0.056,-0.25,0.076,0.267
2022-10-20 19:15:40,-0.056,-0.25,0.076,0.267
2022-10-20 19:15:40,-0.016,-0.312,0.068,0.32
2022-10-20 19:15:40,0.076,-0.648,0.016,0.653
2022-10-20 19:15:40,0.224,-1.093,-0.07,1.118
2022-10-20 19:15:40,0.418,-1.295,0.005,1.361
2022-10-20 19:15:40,0.75,-1.724,0.047,1.881
2022-10-20 19:15:40,0.492,-0.867,-0.101,1.002
2022-10-20 19:15:40,0.626,-1.169,-0.07,1.328
2022-10-20 19:15:40,0.379,-0.618,-0.402,0.829
2022-10-20 19:15:40,0.379,-0.618,-0.402,0.829
2022-10-20 19:15:40,0.379,-0.618,-0.402,0.829
2022-10-20 19:15:40,0.128,-0.675,-0.274,0.74
2022-10-20 19:15:40,-0.039,-0.839,-0.077,0.843
2022-10-20 19:15:40,-0.032,-1.086,-0.232,1.111
2022-10-20 19:15:40,0.025,-1.252,-0.547,1.367
2022-10-20 19:15:40,-0.052,-1.108,-0.53,1.229
2022-10-20 19:15:40,-0.138,-1.011,-0.317,1.068
2022-10-20 19:15:40,-0.156,-0.98,-0.35,1.052
2022-10-20 19:15:40,-0.196,-0.927,-0.221,0.973
2022-10-20 19:15:40,-0.196,-0.927,-0.221,0.973
2022-10-20 19:15:40,-0.196,-0.927,-0.221,0.973
2022-10-20 19:15:40,-0.233,-0.923,-0.17,0.967
2022-10-20 19:15:40,-0.251,-0.875,-0.189,0.93
2022-10-20 19:15:40,-0.257,-0.875,-0.293,0.958
2022-10-20 19:15:40,-0.184,-1.001,-0.401,1.094
2022-10-20 19:15:40,-0.009,-1.095,-0.436,1.179
2022-10-20 19:15:40,0.017,-1.022,-0.431,1.109
2022-10-20 19:15:40,-0.106,-0.916,-0.308,0.972
2022-10-20 19:15:40,-0.159,-0.985,-0.12,1.005
2022-10-20 19:15:40,-0.159,-0.985,-0.12,1.005
2022-10-20 19:15:40,-0.159,-0.985,-0.12,1.005
2022-10-20 19:15:40,-0.013,-1.029,-0.205,1.049
2022-10-20 19:15:40,-0.014,-1.044,-0.311,1.089
2022-10-20 19:15:40,-0.14,-1.064,-0.389,1.141
2022-10-20 19:15:40,-0.15,-1.013,-0.332,1.077
2022-10-20 19:15:40,-0.147,-0.973,-0.24,1.013
2022-10-20 19:15:40,-0.08,-0.953,-0.201,0.977
2022-10-20 19:15:40,-0.115,-0.905,-0.175,0.929
2022-10-20 19:15:40,0.083,-1.058,-0.216,1.083
2022-10-20 19:15:40,0.083,-1.058,-0.216,1.083
2022-10-20 19:15:40,0.083,-1.058,-0.216,1.083
2022-10-20 19:15:40,0.163,-1.01,-0.227,1.048
2022-10-20 19:15:40,0.19,-1.014,-0.247,1.061
2022-10-20 19:15:40,0.227,-1.025,-0.279,1.086
2022-10-20 19:15:40,0.249,-1.037,-0.275,1.101
2022-10-20 19:15:40,0.283,-1.056,-0.226,1.116
2022-10-20 19:15:40,0.285,-1.002,-0.156,1.053
2022-10-20 19:15:40,0.271,-0.943,-0.097,0.986
2022-10-20 19:15:41,0.509,-0.97,-0.1,1.1
2022-10-20 19:15:41,0.509,-0.97,-0.1,1.1
2022-10-20 19:15:41,0.509,-0.97,-0.1,1.1
2022-10-20 19:15:41,0.509,-0.97,-0.1,1.1
2022-10-20 19:15:41,0.55,-0.945,-0.108,1.099
2022-10-20 19:15:41,0.59,-0.992,-0.123,1.161
2022-10-20 19:15:41,0.563,-1.039,-0.117,1.188
2022-10-20 19:15:41,0.387,-0.987,-0.136,1.069
2022-10-20 19:15:41,0.278,-0.927,-0.106,0.974
2022-10-20 19:15:41,0.229,-0.874,-0.129,0.913
2022-10-20 19:15:41,0.109,-0.992,-0.095,1.002
2022-10-20 19:15:41,0.109,-0.992,-0.095,1.002
2022-10-20 19:15:41,0.109,-0.992,-0.095,1.002
2022-10-20 19:15:41,0.057,-1.081,-0.147,1.092
2022-10-20 19:15:41,-0.033,-1.201,-0.28,1.234
2022-10-20 19:15:41,-0.158,-1.184,-0.401,1.26
2022-10-20 19:15:41,-0.216,-1.011,-0.535,1.164
2022-10-20 19:15:41,0.014,-0.827,-0.495,0.964
2022-10-20 19:15:41,0.283,-0.796,-0.359,0.918
2022-10-20 19:15:41,0.142,-0.881,-0.226,0.921
2022-10-20 19:15:41,-0.011,-0.944,-0.313,0.995
2022-10-20 19:15:41,-0.011,-0.944,-0.313,0.995
2022-10-20 19:15:41,-0.011,-0.944,-0.313,0.995
2022-10-20 19:15:41,-0.178,-0.911,-0.358,0.995
2022-10-20 19:15:41,-0.246,-0.897,-0.344,0.992
2022-10-20 19:15:41,-0.242,-0.95,-0.284,1.021
2022-10-20 19:15:41,-0.268,-0.998,-0.278,1.07
2022-10-20 19:15:41,-0.318,-1.048,-0.284,1.131
2022-10-20 19:15:41,-0.351,-1.05,-0.313,1.151
2022-10-20 19:15:41,-0.235,-1.04,-0.369,1.128
2022-10-20 19:15:41,0.215,-0.926,-0.345,1.011
2022-10-20 19:15:41,0.215,-0.926,-0.345,1.011
2022-10-20 19:15:41,0.215,-0.926,-0.345,1.011
2022-10-20 19:15:41,0.236,-0.815,-0.272,0.891
2022-10-20 19:15:41,0.251,-0.792,-0.218,0.859
2022-10-20 19:15:41,0.286,-0.864,-0.161,0.924
2022-10-20 19:15:41,0.411,-1.044,-0.196,1.139
2022-10-20 19:15:41,0.532,-1.164,-0.182,1.293
2022-10-20 19:15:41,0.576,-1.103,-0.189,1.259
2022-10-20 19:15:41,0.537,-1.05,-0.188,1.194
2022-10-20 19:15:41,0.297,-0.995,-0.045,1.039
2022-10-20 19:15:41,0.297,-0.995,-0.045,1.039
2022-10-20 19:15:41,0.297,-0.995,-0.045,1.039
2022-10-20 19:15:41,0.34,-1.05,-0.043,1.105
2022-10-20 19:15:41,0.404,-1.051,-0.102,1.131
2022-10-20 19:15:41,0.367,-1,-0.218,1.087
2022-10-20 19:15:41,0.314,-0.964,-0.282,1.052
2022-10-20 19:15:41,0.317,-0.958,-0.256,1.041
2022-10-20 19:15:41,0.231,-0.995,-0.17,1.036
2022-10-20 19:15:41,0.222,-0.994,-0.147,1.029
2022-10-20 19:15:41,0.251,-0.94,-0.313,1.022
2022-10-20 19:15:41,0.251,-0.94,-0.313,1.022
2022-10-20 19:15:41,0.251,-0.94,-0.313,1.022
2022-10-20 19:15:41,0.196,-0.952,-0.262,1.007
2022-10-20 19:15:41,0.294,-0.997,-0.252,1.07
2022-10-20 19:15:41,0.099,-1.002,-0.219,1.03
2022-10-20 19:15:41,0.013,-0.874,-0.193,0.895
2022-10-20 19:15:41,-0.047,-0.845,-0.148,0.859
2022-10-20 19:15:41,-0.113,-0.897,-0.112,0.911
2022-10-20 19:15:41,-0.154,-0.98,-0.14,1.002
2022-10-20 19:15:41,-0.251,-1.03,-0.232,1.085
2022-10-20 19:15:41,-0.251,-1.03,-0.232,1.085
2022-10-20 19:15:41,-0.251,-1.03,-0.232,1.085
2022-10-20 19:15:41,-0.274,-0.998,-0.245,1.064
2022-10-20 19:15:41,-0.282,-0.952,-0.269,1.029
2022-10-20 19:15:41,-0.294,-1.008,-0.259,1.081
2022-10-20 19:15:41,-0.262,-1.077,-0.294,1.147
2022-10-20 19:15:41,-0.178,-0.946,-0.282,1.003
2022-10-20 19:15:41,-0.201,-0.739,-0.223,0.798
2022-10-20 19:15:41,-0.202,-0.686,-0.25,0.758
2022-10-20 19:15:41,0.119,-1.143,-0.303,1.188
2022-10-20 19:15:41,0.119,-1.143,-0.303,1.188
2022-10-20 19:15:41,0.119,-1.143,-0.303,1.188
2022-10-20 19:15:41,-0.136,-0.739,-0.256,0.794
2022-10-20 19:15:41,-0.238,-0.578,-0.349,0.716
2022-10-20 19:15:41,-0.212,-0.729,-0.444,0.88
2022-10-20 19:15:41,-0.094,-1.071,-0.533,1.2
2022-10-20 19:15:41,-0.133,-1.267,-0.437,1.347
2022-10-20 19:15:41,-0.144,-1.078,-0.382,1.153
2022-10-20 19:15:41,-0.107,-0.858,-0.405,0.955
2022-10-20 19:15:41,0.005,-0.728,-0.47,0.867
2022-10-20 19:15:41,0.236,-1.021,-0.363,1.109
2022-10-20 19:15:41,0.236,-1.021,-0.363,1.109
2022-10-20 19:15:41,0.275,-1.101,-0.31,1.176
2022-10-20 19:15:41,0.365,-0.92,-0.324,1.041
2022-10-20 19:15:41,0.266,-0.794,-0.376,0.918
2022-10-20 19:15:41,0.174,-0.887,-0.386,0.983
2022-10-20 19:15:41,0.17,-0.959,-0.394,1.051
2022-10-20 19:15:41,0.167,-0.954,-0.463,1.073
2022-10-20 19:15:41,0.092,-0.864,-0.466,0.986
2022-10-20 19:15:41,0.064,-0.89,-0.469,1.008
2022-10-20 19:15:41,0.137,-0.998,-0.522,1.135
2022-10-20 19:15:41,0.137,-0.998,-0.522,1.135
2022-10-20 19:15:41,0.096,-0.955,-0.458,1.063
2022-10-20 19:15:41,0.047,-0.823,-0.385,0.91
2022-10-20 19:15:41,-0.018,-0.756,-0.358,0.837
2022-10-20 19:15:41,-0.048,-0.811,-0.342,0.881
2022-10-20 19:15:41,-0.017,-0.959,-0.343,1.019
2022-10-20 19:15:41,-0.032,-1.058,-0.412,1.136
2022-10-20 19:15:42,-0.084,-1.015,-0.503,1.136
2022-10-20 19:15:42,-0.131,-0.971,-0.504,1.102
2022-10-20 19:15:42,-0.191,-0.813,-0.395,0.924
2022-10-20 19:15:42,-0.191,-0.813,-0.395,0.924
2022-10-20 19:15:42,-0.222,-0.84,-0.399,0.956
2022-10-20 19:15:42,-0.157,-0.935,-0.425,1.039
2022-10-20 19:15:42,-0.015,-0.999,-0.504,1.119
2022-10-20 19:15:42,0.036,-1.068,-0.535,1.195
2022-10-20 19:15:42,-0.026,-1.085,-0.448,1.174
2022-10-20 19:15:42,-0.023,-1.124,-0.331,1.172
2022-10-20 19:15:42,-0.086,-1.028,-0.222,1.055
2022-10-20 19:15:42,-0.126,-0.897,-0.168,0.921
2022-10-20 19:15:42,-0.169,-1.012,-0.169,1.04
2022-10-20 19:15:42,-0.169,-1.012,-0.169,1.04
2022-10-20 19:15:42,-0.169,-1.012,-0.169,1.04
2022-10-20 19:15:42,-0.066,-1.126,-0.235,1.152
2022-10-20 19:15:42,-0.001,-1.05,-0.343,1.105
2022-10-20 19:15:42,-0.044,-0.917,-0.449,1.022
2022-10-20 19:15:42,0.076,-0.884,-0.362,0.958
2022-10-20 19:15:42,0.104,-0.857,-0.177,0.881
2022-10-20 19:15:42,0.061,-0.836,-0.124,0.847
2022-10-20 19:15:42,0.309,-1.173,-0.519,1.319
2022-10-20 19:15:42,0.309,-1.173,-0.519,1.319
2022-10-20 19:15:42,0.309,-1.173,-0.519,1.319
2022-10-20 19:15:42,0.309,-1.173,-0.519,1.319
2022-10-20 19:15:42,0.509,-1.31,-0.451,1.476
2022-10-20 19:15:42,0.358,-1.119,-0.355,1.227
2022-10-20 19:15:42,0.111,-1.038,-0.315,1.09
2022-10-20 19:15:42,0.068,-0.912,-0.257,0.95
2022-10-20 19:15:42,0.015,-0.814,-0.228,0.845
2022-10-20 19:15:42,0.035,-0.911,-0.334,0.971
2022-10-20 19:15:42,0.085,-0.918,-0.162,0.936
2022-10-20 19:15:42,0.085,-0.918,-0.162,0.936
2022-10-20 19:15:42,0.085,-0.918,-0.162,0.936
2022-10-20 19:15:42,0.189,-0.903,-0.208,0.946
2022-10-20 19:15:42,0.256,-0.967,-0.235,1.028
2022-10-20 19:15:42,0.256,-1.016,-0.215,1.07
2022-10-20 19:15:42,0.301,-1.096,-0.197,1.154
2022-10-20 19:15:42,0.212,-1.025,-0.18,1.062
2022-10-20 19:15:42,0.168,-0.943,-0.298,1.003
2022-10-20 19:15:42,0.204,-0.855,-0.359,0.949
2022-10-20 19:15:42,-0.009,-0.863,-0.254,0.9
2022-10-20 19:15:42,-0.016,-0.981,-0.313,1.03
2022-10-20 19:15:42,-0.016,-0.981,-0.313,1.03
2022-10-20 19:15:42,-0.016,-0.981,-0.313,1.03
2022-10-20 19:15:42,-0.004,-0.9,-0.427,0.996
2022-10-20 19:15:42,-0.064,-0.821,-0.41,0.92
2022-10-20 19:15:42,-0.045,-0.853,-0.323,0.913
2022-10-20 19:15:42,0.029,-0.97,-0.29,1.013
2022-10-20 19:15:42,0.035,-1.033,-0.296,1.075
2022-10-20 19:15:42,0.019,-0.946,-0.272,0.985
2022-10-20 19:15:42,-0.005,-0.994,-0.306,1.04
2022-10-20 19:15:42,-0.005,-0.994,-0.306,1.04
2022-10-20 19:15:42,-0.005,-0.994,-0.306,1.04
2022-10-20 19:15:42,-0.048,-1.074,-0.281,1.111
2022-10-20 19:15:42,-0.051,-1.093,-0.334,1.144
2022-10-20 19:15:42,-0.02,-1.035,-0.375,1.101
2022-10-20 19:15:42,-0.074,-0.93,-0.342,0.994
2022-10-20 19:15:42,-0.104,-0.848,-0.266,0.895
2022-10-20 19:15:42,-0.083,-0.846,-0.219,0.878
2022-10-20 19:15:42,0.007,-1.004,-0.22,1.028
2022-10-20 19:15:42,0.025,-0.985,-0.239,1.014
2022-10-20 19:15:42,0.025,-0.985,-0.239,1.014
2022-10-20 19:15:42,0.025,-0.985,-0.239,1.014
2022-10-20 19:15:42,0.015,-0.9,-0.276,0.941
2022-10-20 19:15:42,0.064,-0.969,-0.276,1.01
2022-10-20 19:15:42,0.042,-1.092,-0.206,1.112
2022-10-20 19:15:42,0.039,-1.088,-0.166,1.101
2022-10-20 19:15:42,0.009,-1.005,-0.234,1.032
2022-10-20 19:15:42,0.08,-0.967,-0.312,1.019
2022-10-20 19:15:42,0.095,-0.96,-0.272,1.002
2022-10-20 19:15:42,0.164,-0.999,-0.207,1.033
2022-10-20 19:15:42,0.164,-0.999,-0.207,1.033
2022-10-20 19:15:42,0.164,-0.999,-0.207,1.033
2022-10-20 19:15:42,0.209,-1.017,-0.274,1.074
2022-10-20 19:15:42,0.204,-0.965,-0.287,1.027
2022-10-20 19:15:42,0.201,-0.997,-0.272,1.053
2022-10-20 19:15:42,0.163,-0.982,-0.187,1.013
2022-10-20 19:15:42,0.128,-0.933,-0.163,0.956
